index,imf_0,imf_1,imf_2,imf_3,imf_4,residue
697,-0.93983505,-0.31440520,-1.12774910,-2.92329814,-10.83562309,49.33136357
698,-0.05945198,-0.21016931,-1.20764216,-2.97547607,-10.89497022,49.21435650
699,0.53421461,0.04341813,-1.29109312,-3.02335736,-10.95273489,49.09765482
700,-0.03321270,0.22975287,-1.37184916,-3.06683237,-11.00889770,48.98126074
701,0.33681885,0.22815063,-1.44415853,-3.10579144,-11.06343924,48.86517649
702,-0.22813471,0.07495219,-1.50330911,-3.14012491,-11.11634010,48.74940427
703,0.02365954,-0.11496094,-1.54525799,-3.16972313,-11.16758088,48.63394631
704,0.00550492,-0.24731958,-1.56612657,-3.19447644,-11.21714217,48.51880481
705,-0.07599324,-0.27933005,-1.56238456,-3.21427519,-11.26500455,48.40398200
706,0.14118170,-0.21414993,-1.53137044,-3.22900971,-11.31114863,48.28948009
707,0.02398297,-0.09490754,-1.47215619,-3.23857177,-11.35555499,48.17530130
708,-0.48409004,0.02341162,-1.38559691,-3.24285956,-11.39820422,48.06144784
709,0.64632502,0.05396668,-1.27465465,-3.24177687,-11.43907693,47.94792193
710,-0.20492002,-0.08570951,-1.14518060,-3.23522977,-11.47815370,47.83472578
711,-0.00624173,-0.29727096,-1.00566588,-3.22311718,-11.51541512,47.72186161
712,-0.24104856,-0.36424361,-0.86624349,-3.20533352,-11.55084179,47.60933163
713,-0.44573997,-0.16333346,-0.73684210,-3.18177748,-11.58441430,47.49713806
714,0.56817640,0.20301340,-0.62562735,-3.15237421,-11.61611324,47.38528312
715,-0.43967188,0.49935257,-0.53992338,-3.11709864,-11.64591920,47.27376902
716,0.53275955,0.57551329,-0.48592045,-3.07599212,-11.67381278,47.16259797
717,-0.29749152,0.45667478,-0.46578756,-3.02918433,-11.69977457,47.05177220
718,-0.13623849,0.27469322,-0.47744038,-2.97685327,-11.72378516,46.94129392
719,-0.01544310,0.11312699,-0.51695247,-2.91919145,-11.74582514,46.83116533
720,0.12452985,-0.03406097,-0.57978881,-2.85638464,-11.76587511,46.72138867
721,0.37692825,-0.19014599,-0.66122816,-2.78861817,-11.78391566,46.61196615
722,-0.07869815,-0.33183346,-0.75645620,-2.71607688,-11.79992737,46.50289997
723,-0.47580068,-0.37812491,-0.86066808,-2.63894538,-11.81389086,46.39419236
724,-0.11088456,-0.26395217,-0.96923340,-2.55740827,-11.82578669,46.28584553
725,0.00185016,-0.04670753,-1.07790692,-2.47165016,-11.83559548,46.17786170
726,0.41212495,0.12176896,-1.18299684,-2.38185543,-11.84329802,46.07024308
727,0.01547044,0.14685496,-1.28146231,-2.28820754,-11.84887606,45.96299189
728,-0.30564800,0.07025185,-1.37120310,-2.19088941,-11.85231186,45.85611035
729,-0.13788080,-0.02520707,-1.45006254,-2.09008222,-11.85358945,45.74960066
730,0.25594621,-0.11286762,-1.51581823,-1.98596019,-11.85269979,45.64346506
731,0.20209025,-0.19529485,-1.56607128,-1.87868853,-11.84964437,45.53770574
732,-0.67593573,-0.25832519,-1.59856438,-1.76843576,-11.84443438,45.43232493
733,0.73832037,-0.31001225,-1.61130102,-1.65540687,-11.83708653,45.32732484
734,0.45381190,-0.42713747,-1.60261444,-1.53986934,-11.82762004,45.22270769
735,0.24529328,-0.63067455,-1.57182691,-1.42214657,-11.81605457,45.11847569
736,-0.03947925,-0.84761108,-1.51910864,-1.30260248,-11.80241015,45.01463106
737,-0.93383074,-0.97497026,-1.44484652,-1.18161185,-11.78670685,44.91117602
738,-0.50123766,-0.94865591,-1.34996643,-1.05955028,-11.76896478,44.80811277
739,0.42694322,-0.82284117,-1.23629915,-0.93679336,-11.74920402,44.70544355
740,0.33902761,-0.68180641,-1.10623693,-0.81371670,-11.72744467,44.60317055
741,0.07886352,-0.59712898,-0.96226756,-0.69069588,-11.70370680,44.50129601
742,-0.12214472,-0.57996218,-0.80688662,-0.56810652,-11.67801053,44.39982212
743,0.09030886,-0.59243935,-0.64258753,-0.44632420,-11.65037593,44.29875112
744,-0.25976767,-0.58773738,-0.47172587,-0.32572452,-11.62082309,44.19808520
745,-0.01872673,-0.52613421,-0.29657366,-0.20668309,-11.58937212,44.09782660
746,-0.26391614,-0.40923086,-0.11939036,-0.08957550,-11.55604309,43.99797753
747,0.40510727,-0.28704401,0.05756458,0.02522265,-11.52085610,43.89854019
748,0.07645602,-0.22346492,0.23203170,0.13733576,-11.48383124,43.79951682
749,0.34333242,-0.20815504,0.40173956,0.24638823,-11.44498860,43.70090961
750,-0.47392238,-0.14220974,0.56435077,0.35200448,-11.40434827,43.60272079
751,-0.24084353,0.04124240,0.71744403,0.45380889,-11.36193034,43.50495258
752,0.07572767,0.32836738,0.85858003,0.55142587,-11.31775490,43.40760719
753,-0.09838018,0.68237867,0.98531948,0.64447982,-11.27184205,43.31068683
754,0.08449761,1.05822976,1.09522307,0.73259515,-11.22421188,43.21419372
755,0.45525261,1.41233077,1.18585411,0.81539388,-11.17488468,43.11813008
756,-0.21908587,1.72359704,1.25478360,0.89249093,-11.12388138,43.02249812
757,0.07200515,2.04486626,1.29957189,0.96351131,-11.07122232,42.92730005
758,-0.55979244,2.40741817,1.31775536,1.02810393,-11.01692775,42.83253811
759,0.09770591,2.70484900,1.30682104,1.08597967,-10.96101874,42.73821448
760,1.36576022,2.79954536,1.26462135,1.13696926,-10.90352602,42.64433141
761,-0.10248832,2.59569148,1.19147552,1.18107240,-10.84450583,42.55089109
762,-1.43090340,2.14865447,1.09166990,1.21844079,-10.78401070,42.45789575
763,-0.42383791,1.54960248,0.97090371,1.24928844,-10.72208429,42.36534760
764,1.01493072,0.88182679,0.83499656,1.27385756,-10.65876941,42.27324886
765,-0.11859219,0.22439792,0.68976300,1.29238937,-10.59410281,42.18160174
766,-0.19161041,-0.35147936,0.54101757,1.30512031,-10.52811649,42.09040846
767,-0.06765266,-0.76854242,0.39457484,1.31228421,-10.46083979,41.99967123
768,-0.44529509,-0.94655982,0.25624934,1.31411373,-10.39230093,41.90939227
769,0.12321358,-0.84617884,0.13182259,1.31084138,-10.32252795,41.81957380
770,-0.37569094,-0.52967821,0.02676590,1.30269891,-10.25154812,41.73021802
771,0.19065821,-0.13174682,-0.05422237,1.28991722,-10.17938790,41.64132717
772,0.20715890,0.19181422,-0.10677920,1.27273070,-10.10607354,41.55290344
773,0.45862897,0.31231715,-0.12761437,1.25139465,-10.03163129,41.46494906
774,0.20592609,0.19975549,-0.11822027,1.22620082,-9.95608742,41.37746625
775,-0.39671347,-0.02926425,-0.08624955,1.19750023,-9.87946820,41.29045722
776,-0.17661740,-0.22159568,-0.04106121,1.16573955,-9.80179987,41.20392417
777,0.07035018,-0.27773785,0.00795145,1.13140135,-9.72310872,41.11786934
778,-0.02148764,-0.16487785,0.05175822,1.09495026,-9.64342098,41.03229494
779,-0.38576409,0.08667066,0.08199941,1.05681358,-9.56276292,40.94720317
780,0.50247530,0.36146351,0.09067256,1.01730729,-9.48116016,40.86259560
781,0.28221528,0.45810814,0.07070018,0.97660203,-9.39863497,40.77847047
782,0.71855477,0.27728126,0.01990088,0.93481475,-9.31520268,40.69481907
783,-0.87139987,-0.03988476,-0.05581193,0.89204173,-9.23086517,40.61161920
784,-0.96620398,-0.29285292,-0.14869062,0.84837528,-9.14562145,40.52884587
785,0.24540005,-0.34912701,-0.25098197,0.80390771,-9.05947693,40.44648041
786,0.56250781,-0.25476301,-0.35495065,0.75873134,-8.97244762,40.36451481
787,0.01692933,-0.11652073,-0.45310245,0.71293848,-8.88455470,40.28294618
788,0.16914253,-0.03587347,-0.53885793,0.66662144,-8.79582048,40.20177281
789,-0.12728384,-0.02092108,-0.60810981,0.61987255,-8.70626742,40.12099309
790,-0.42191366,-0.04473564,-0.65838428,0.57278410,-8.61591795,40.04060542
791,-0.09411265,-0.08590063,-0.68787598,0.52544842,-8.52479453,39.96060821
792,0.46370016,-0.14079694,-0.69541496,0.47795722,-8.43291959,39.88099985
793,0.96823554,-0.19440221,-0.68072371,0.43038579,-8.34031559,39.80177874
794,-0.92759288,-0.19464428,-0.64429153,0.38273768,-8.24700496,39.72294328
795,-0.95765177,-0.06924414,-0.58767868,0.33493586,-8.15301015,39.64449187
796,0.42028426,0.17380911,-0.51309311,0.28685896,-8.05835361,39.56642291
797,0.12296229,0.41170225,-0.42272594,0.23836119,-7.96305777,39.48873480
798,0.93296337,0.43660679,-0.31874387,0.18929105,-7.86714509,39.41142593
799,0.31415438,0.19166946,-0.20365311,0.13949670,-7.77063801,39.33449470
800,-0.62886421,-0.20063422,-0.08117822,0.08882633,-7.67355897,39.25793952
801,-0.73390856,-0.58266274,0.04462038,0.03712811,-7.57593042,39.18175879
802,-0.17804410,-0.81306912,0.16967328,-0.01574978,-7.47777480,39.10595089
803,0.58951558,-0.80182205,0.29023025,-0.06995916,-7.37911455,39.03051424
804,-0.68339513,-0.50410523,0.40384793,-0.12565187,-7.27997212,38.95544722
805,-0.30340923,-0.01181016,0.50852222,-0.18297971,-7.18036996,38.88074825
806,0.95250935,0.53042753,0.60227900,-0.24209452,-7.08033051,38.80641571
807,-0.54615194,0.99370781,0.68314269,-0.30314665,-6.97987621,38.73244801
808,-1.01855613,1.33554354,0.74912840,-0.36627714,-6.87902951,38.65884354
809,0.17673872,1.54770021,0.79822471,-0.43160051,-6.77781285,38.58560071
810,0.67044646,1.61973703,0.82852743,-0.49916147,-6.67624867,38.51271791
811,0.41093789,1.54155817,0.83918931,-0.56888864,-6.57435943,38.44019355
812,0.10999814,1.32937351,0.83136550,-0.64061584,-6.47216756,38.36802602
813,-0.39035952,1.01720365,0.80687647,-0.71413570,-6.36969551,38.29621371
814,0.38413456,0.64686329,0.76759449,-0.78923230,-6.26696573,38.22475504
815,0.23690336,0.27749103,0.71539120,-0.86568906,-6.16400066,38.15364840
816,-0.85738899,-0.05878876,0.65213822,-0.94328942,-6.06082274,38.08289218
817,-0.08768037,-0.35035269,0.57970718,-1.02181679,-5.95745441,38.01248479
818,0.96221626,-0.62432299,0.49996970,-1.10105460,-5.85391813,37.94242462
819,0.31187861,-0.90584469,0.41479741,-1.18078627,-5.75023633,37.87271008
820,0.22327975,-1.16608912,0.32606194,-1.26079523,-5.64643147,37.80333956
821,0.06013982,-1.35072684,0.23563492,-1.34086489,-5.54252598,37.73431147
822,-0.46927809,-1.39357099,0.14538831,-1.42077869,-5.43854231,37.66562420
823,-0.37959529,-1.21941025,0.05712250,-1.50032004,-5.33450290,37.59727614
824,-0.82953772,-0.75256304,-0.02771365,-1.57927238,-5.23043020,37.52926571
825,0.48159644,-0.07716790,-0.10798375,-1.65741912,-5.12634666,37.46159129
826,-0.01427246,0.53419572,-0.18261128,-1.73454369,-5.02227471,37.39425129
827,0.61821666,0.85966547,-0.25051974,-1.81042951,-4.91823680,37.32724411
828,-0.67454683,0.90651647,-0.31059567,-1.88486001,-4.81425538,37.26056814
829,0.69057327,0.77137763,-0.36153822,-1.95761861,-4.71035289,37.19422179
830,0.24724793,0.52099925,-0.40184197,-2.02848873,-4.60655178,37.12820345
831,-0.42279682,0.22375355,-0.42992660,-2.09725380,-4.50287448,37.06251152
832,-0.33586916,-0.04837309,-0.44420244,-2.16369777,-4.39934345,36.99714441
833,-0.52086895,-0.23117570,-0.44308345,-2.22760096,-4.29598112,36.93210050
834,-0.36233834,-0.30687310,-0.42476260,-2.28871544,-4.19280995,36.86737820
835,0.03833047,-0.31104158,-0.38618984,-2.34674949,-4.08985238,36.80297591
836,0.37593198,-0.30930001,-0.32319574,-2.40133966,-3.98713084,36.73889203
837,0.53012475,-0.35963410,-0.23269984,-2.45206983,-3.88466768,36.67512495
838,-0.31330823,-0.46320962,-0.11443746,-2.49850586,-3.78248480,36.61167308
839,-0.31838222,-0.55065201,0.02778681,-2.54021200,-3.68060332,36.54853482
840,0.19498427,-0.54622610,0.18654397,-2.57675612,-3.57904078,36.48570855
841,0.14212249,-0.39841489,0.35186626,-2.60771088,-3.47780994,36.42319269
842,-0.59793312,-0.10998553,0.51312208,-2.63265324,-3.37691922,36.36098563
843,-0.55869461,0.19858381,0.65963210,-2.65116192,-3.27637531,36.29908576
844,0.93261972,0.36775528,0.78071697,-2.66281589,-3.17618464,36.23749150
845,-0.31550701,0.28896337,0.86620700,-2.66719408,-3.07635368,36.17620123
846,-0.44259196,0.07122051,0.90958578,-2.66387546,-2.97688886,36.11521336
847,-0.07272558,-0.12407261,0.91140176,-2.65243898,-2.87779663,36.05452629
848,-0.14434062,-0.17926655,0.87415569,-2.63246637,-2.77908343,35.99413841
849,0.14045280,-0.10868939,0.80058554,-2.60359681,-2.68075573,35.93404813
850,-0.21212980,-0.01230200,0.69471232,-2.56568205,-2.58281995,35.87425383
851,0.49760481,0.04037318,0.56006398,-2.51871763,-2.48528256,35.81475393
852,-0.65463440,0.14124612,0.39742186,-2.46272410,-2.38814999,35.75554682
853,-0.48949371,0.39626206,0.20978629,-2.39772481,-2.29142869,35.69663090
854,0.40351638,0.72773702,0.00280953,-2.32374376,-2.19512512,35.63800457
855,0.20311209,0.98656893,-0.21735346,-2.24080497,-2.09924571,35.57966623
856,0.44637903,1.02473931,-0.44486318,-2.14893245,-2.00379691,35.52161427
857,-0.48574706,0.83513245,-0.67519772,-2.04815022,-1.90878517,35.46384709
858,0.48324430,0.48853232,-0.90437339,-1.93848228,-1.81421694,35.40636311
859,0.02389880,0.04005773,-1.12846220,-1.81995265,-1.72009867,35.34916070
860,-0.20269079,-0.46844212,-1.34353616,-1.69258535,-1.62643679,35.29223828
861,-0.49965374,-0.99676619,-1.54566283,-1.55640884,-1.53323777,35.23559424
862,-0.01028421,-1.51059054,-1.73085951,-1.41150183,-1.44050803,35.17922698
863,0.30249396,-2.00615779,-1.89497125,-1.25811531,-1.34825404,35.12313489
864,0.33838471,-2.51358459,-2.03364455,-1.09669878,-1.25648224,35.06731639
865,0.51207535,-3.06390395,-2.14242879,-0.92779890,-1.16519907,35.01176986
866,0.53930796,-3.65918347,-2.21685194,-0.75198371,-1.07441099,34.95649371
867,-0.11798735,-4.25940921,-2.25244022,-0.56982302,-0.98412443,34.90148634
868,0.00299436,-4.79153735,-2.24471984,-0.38188663,-0.89434585,34.84674614
869,-0.59487494,-5.16565957,-2.18951055,-0.18874434,-0.80508169,34.79227151
870,-0.56278322,-5.32894611,-2.08505442,0.00903403,-0.71633840,34.73806086
871,0.67024713,-5.32061802,-1.93494739,0.21087870,-0.62812243,34.68411257
872,0.09500204,-5.25154460,-1.74430316,0.41621985,-0.54044023,34.63042506
873,-0.27918178,-5.18297760,-1.51830279,0.62448768,-0.45329823,34.57699671
874,-0.53858110,-5.06530487,-1.26212733,0.83511238,-0.36670289,34.52382593
875,-0.95892580,-4.82337108,-0.98095785,1.04752416,-0.28066065,34.47091112
876,-0.27653684,-4.43696332,-0.67997539,1.26115321,-0.19517797,34.41825068
877,0.53107683,-3.93605367,-0.36436102,1.47542973,-0.11026128,34.36584300
878,-0.44072328,-3.35654587,-0.03929581,1.68978391,-0.02591703,34.31368649
879,-0.54383127,-2.71766952,0.29003920,1.90364596,0.05784832,34.26177953
880,-1.10895531,-2.03009948,0.61846295,2.11644605,0.14102833,34.21012054
881,0.21041398,-1.32395685,0.94079437,2.32761441,0.22361613,34.15870834
882,0.49775950,-0.64665319,1.25185240,2.53658121,0.30560313,34.10754346
883,-0.47537407,-0.04911165,1.54645600,2.74277665,0.38697992,34.05662728
884,0.35740486,0.42083335,1.81942409,2.94563094,0.46773540,34.00596283
885,1.05952918,0.73299179,2.06553594,3.14457427,0.54785847,33.95555319
886,0.03956042,0.90728097,2.27934387,3.33903683,0.62734000,33.90539942
887,-1.00598083,1.06160431,2.45501026,3.52844883,0.70617273,33.85550073
888,-0.58164910,1.28990754,2.58639847,3.71224045,0.78434977,33.80585597
889,0.47861225,1.51618020,2.66784745,3.88984190,0.86186423,33.75646399
890,0.79434451,1.52939405,2.69531967,4.06068337,0.93870920,33.70732364
891,1.21455679,1.16369351,2.66869001,4.22419534,1.01487780,33.65843376
892,-0.50878464,0.50536604,2.59451984,4.37981206,1.09036312,33.60979320
893,-0.99820005,-0.15146321,2.48470426,4.52698030,1.16515831,33.56140078
894,0.28523200,-0.54331809,2.35354981,4.66516462,1.23925659,33.51325522
895,-0.41855241,-0.57858755,2.21681478,4.79386984,1.31265111,33.46535533
896,0.61564036,-0.34101958,2.09086288,4.91263360,1.38533497,33.41769995
897,-0.70304659,-0.00799420,1.99180672,5.02102685,1.45730130,33.37028791
898,0.29382170,0.22511290,1.93331627,5.11871262,1.52854320,33.32311806
899,0.63235042,0.18359772,1.92598251,5.20545237,1.59905379,33.27618923
900,0.36645165,-0.14866043,1.97251187,5.28110645,1.66882620,33.22950026
901,-0.83990286,-0.53161551,2.06702841,5.34560492,1.73785352,33.18304999
902,-0.28056037,-0.68440854,2.19783166,5.39889555,1.80612887,33.13683725
903,-0.58517642,-0.47477639,2.34878336,5.44092847,1.87364537,33.09086089
904,-0.30784361,0.02554681,2.50156235,5.47165826,1.94039614,33.04511973
905,0.63270834,0.61019716,2.63725106,5.49103986,2.00637471,32.99961262
906,-0.07940585,1.03729217,2.73685976,5.49902646,2.07157648,32.95433840
907,0.38465592,1.10383498,2.78255481,5.49558441,2.13599832,32.90929591
908,1.11891339,0.77531300,2.76446166,5.48074445,2.19963986,32.86448397
909,-0.76884553,0.23296416,2.68707908,5.45468178,2.26250603,32.81990143
910,-0.53266473,-0.18070179,2.55894015,5.41768733,2.32460856,32.77554713
911,-0.74514790,-0.22467506,2.38909248,5.37007939,2.38596339,32.73141991
912,0.75685135,-0.00882492,2.18870537,5.31217704,2.44658818,32.68751860
913,0.25992695,0.17349519,1.97231446,5.24430134,2.50649997,32.64384203
914,0.64039911,0.13596667,1.75331979,5.16677388,2.56571555,32.60038906
915,0.09648586,-0.10042359,1.54052246,5.07991625,2.62425173,32.55715851
916,-0.03913219,-0.41866397,1.34072375,4.98405006,2.68212529,32.51414922
917,-0.37719924,-0.68125576,1.16038781,4.87949689,2.73935304,32.47136003
918,-0.21749168,-0.77187237,1.00593531,4.76657836,2.79595178,32.42878979
919,0.01198920,-0.64568205,0.88295361,4.64561605,2.85193829,32.38643732
920,0.14881254,-0.35898871,0.79334435,4.51693156,2.90732938,32.34430146
921,0.02069987,-0.00207661,0.73538589,4.38084650,2.96214184,32.30238105
922,-0.49327491,0.35192628,0.70517941,4.23768246,3.01639248,32.26067494
923,0.55319843,0.60201806,0.69822793,4.08776103,3.07009808,32.21918195
924,0.16797735,0.65922158,0.71026016,3.93140381,3.12327545,32.17790093
925,-0.35435364,0.54603433,0.73746026,3.76893241,3.17594137,32.13683070
926,0.29856835,0.33931937,0.77641417,3.60066842,3.22811266,32.09597012
927,-0.08216461,0.11651675,0.82404922,3.42693343,3.27980610,32.05531802
928,-0.23482944,-0.08372430,0.87736270,3.24804905,3.33103850,32.01487324
929,-0.68933826,-0.23699225,0.93335188,3.06433687,3.38182664,31.97463460
930,-0.48637703,-0.34934322,0.98903712,2.87611850,3.43218733,31.93460096
931,0.92235504,-0.46193306,1.04151097,2.68371551,3.48213736,31.89477115
932,-0.16377521,-0.60184748,1.08778434,2.48744953,3.53169354,31.85514400
933,-0.44099364,-0.70942524,1.12471718,2.28764214,3.58087265,31.81571836
934,-0.73103399,-0.69659370,1.14891083,2.08461493,3.62969149,31.77649306
935,0.69416259,-0.52239154,1.15665372,1.87868952,3.67816687,31.73746694
936,-0.59730853,-0.18703794,1.14467490,1.67018749,3.72631557,31.69863884
937,0.26900156,0.26695869,1.11060967,1.45943044,3.77415440,31.66000760
938,0.05122816,0.70042752,1.05305360,1.24673997,3.82170016,31.62157205
939,0.59723265,0.93417777,0.97124352,1.03243769,3.86896963,31.58333102
940,0.50148484,0.90485560,0.86660999,0.81684517,3.91597961,31.54528337
941,-0.03688094,0.66026618,0.74231773,0.60028404,3.96274691,31.50742792
942,0.39405937,0.28369634,0.60184711,0.38307587,4.00928832,31.46976352
943,-0.46413372,-0.11684646,0.44867848,0.16554227,4.05562031,31.43228933
944,-1.42881146,-0.44811104,0.28629220,-0.05199516,4.10175802,31.39500584
945,-1.34242272,-0.62898187,0.11816863,-0.26921483,4.14771608,31.35791406
946,0.97723368,-0.63681196,-0.05221492,-0.48579514,4.19350838,31.32101573
947,0.90626540,-0.58663694,-0.22138734,-0.70141448,4.23914644,31.28431496
948,0.61178390,-0.62478940,-0.38585805,-0.91575127,4.28464123,31.24781643
949,0.65543795,-0.80115736,-0.54215276,-1.12848391,4.33000371,31.21152481
950,-0.75568928,-1.00220992,-0.68686213,-1.33929079,4.37524516,31.17544445
951,-0.58750570,-1.06402980,-0.81659267,-1.54785033,4.42037868,31.13957788
952,-0.21694395,-0.95970906,-0.92809778,-1.75384091,4.46541953,31.10392549
953,0.76184109,-0.82571587,-1.01923052,-1.95694096,4.51038307,31.06848754
954,-0.51431801,-0.72689248,-1.09032586,-2.15682886,4.55528521,31.03326376
955,0.04816058,-0.54903217,-1.14368378,-2.35318302,4.60014083,30.99825490
956,0.06596699,-0.20406876,-1.18319349,-2.54568184,4.64496365,30.96346289
957,-0.56301657,0.25308008,-1.21307212,-2.73400372,4.68976739,30.92888963
958,0.30391827,0.64920340,-1.23628787,-2.91782708,4.73456672,30.89453609
959,1.18403175,0.80911124,-1.25502884,-3.09683030,4.77937662,30.86040293
960,0.20871244,0.65469099,-1.27017690,-3.27069180,4.82421178,30.82649107
961,-0.78888793,0.33954245,-1.28009492,-3.43908997,4.86908588,30.79280250
962,-0.41073644,0.06485648,-1.28239427,-3.60170321,4.91401316,30.75933859
963,-0.34213926,-0.06262990,-1.27434273,-3.75820994,4.95900909,30.72609951
964,0.60054145,-0.15346676,-1.25198626,-3.90828854,5.00408945,30.69308513
965,-0.02304796,-0.33468695,-1.21053367,-4.05161744,5.04926996,30.66029534
966,-0.26935003,-0.56649201,-1.14620637,-4.18787857,5.09456639,30.62773002
967,0.27007109,-0.74616310,-1.05539347,-4.31677092,5.13999449,30.59538905
968,-0.49035793,-0.83505435,-0.93473533,-4.43800804,5.18557000,30.56327233
969,0.66140202,-0.85320367,-0.78343308,-4.55131091,5.23130869,30.53137972
970,-0.68202964,-0.78585409,-0.60522697,-4.65642759,5.27722629,30.49971112
971,0.05794257,-0.58562946,-0.40729787,-4.75312846,5.32333856,30.46826641
972,0.01465510,-0.29319256,-0.19860231,-4.84118961,5.36966126,30.43704547
973,0.03259240,0.01104561,0.01180032,-4.92038759,5.41621014,30.40604819
974,0.19683903,0.25139531,0.21490438,-4.99049894,5.46300093,30.37527444
975,0.07384078,0.36932355,0.40170355,-5.05130018,5.51004941,30.34472411
976,-0.18533257,0.35424229,0.56328657,-5.10256787,5.55737132,30.31439709
977,0.49509176,0.25712616,0.69140190,-5.14407850,5.60498236,30.28429326
978,0.20124831,0.16209407,0.77935204,-5.17560894,5.65289784,30.25441250
979,-0.90095345,0.11367445,0.82287991,-5.19693773,5.70113077,30.22475469
980,0.74378258,0.10559226,0.82100556,-5.20787000,5.74968802,30.19531972
981,0.84716429,0.07995835,0.77486019,-5.20834508,5.79856823,30.16610748
982,0.41011199,0.02243730,0.68758232,-5.19843847,5.84776504,30.13711784
983,-0.43024733,0.00687189,0.56275448,-5.17828034,5.89727104,30.10835068
984,0.21697732,0.11665406,0.40493145,-5.14801786,5.94707879,30.07980590
985,-0.31150793,0.29456498,0.22231778,-5.10780077,5.99718086,30.05148337
986,0.52572686,0.25923533,0.02513364,-5.05777881,6.04756982,30.02338298
987,-0.50982365,-0.10573498,-0.17807039,-4.99810172,6.09823822,29.99550462
988,0.00056500,-0.59735962,-0.37939640,-4.92891924,6.14917863,29.96784815
989,-0.48056912,-1.01211376,-0.57098016,-4.85038112,6.20038362,29.94041348
990,0.41623191,-1.27211083,-0.74495744,-4.76263709,6.25184573,29.91320047
991,-0.02708968,-1.35907756,-0.89361235,-4.66584208,6.30355755,29.88620902
992,-0.44392602,-1.28429956,-1.01114703,-4.56020718,6.35551163,29.85943901
993,-0.30129548,-1.06309244,-1.09739037,-4.44610529,6.40770053,29.83289032
994,0.24184623,-0.74822941,-1.15421376,-4.32400330,6.46011682,29.80656284
995,0.38314609,-0.41456072,-1.18366680,-4.19438399,6.51275307,29.78045644
996,0.45792245,-0.13861767,-1.18779875,-4.05773046,6.56560182,29.75457101
997,0.07979280,0.01888531,-1.16865889,-3.91452581,6.61865566,29.72890644
998,0.06279550,0.06465646,-1.12829649,-3.76525314,6.67190713,29.70346260
999,-0.34942344,0.07705074,-1.06876080,-3.61039555,6.72534881,29.67823939
1000,0.12165035,0.12095083,-0.99210110,-3.45043615,6.77897326,29.65323668
1001,-0.14243456,0.20716094,-0.90036666,-3.28585803,6.83277303,29.62845436
1002,-0.19742014,0.32472030,-0.79560675,-3.11714430,6.88674070,29.60389231
1003,-0.33997616,0.45195497,-0.67987064,-2.94477806,6.94086882,29.57955042
1004,0.13921777,0.55565977,-0.55520758,-2.76924241,6.99514997,29.55542856
1005,0.55079968,0.59671442,-0.42366686,-2.59102045,7.04957670,29.53152662
1006,-0.08656023,0.55814945,-0.28729774,-2.41059527,7.10414157,29.50784449
1007,-0.05751707,0.52524022,-0.14814948,-2.22845000,7.15883716,29.48438205
1008,-0.78401577,0.61968452,-0.00827136,-2.04506771,7.21365601,29.46113917
1009,0.12431218,0.81356102,0.13028735,-1.86093152,7.26859070,29.43811576
1010,1.05297022,0.96733859,0.26547739,-1.67652453,7.32363379,29.41531167
1011,-0.51917842,0.95458000,0.39524918,-1.49232984,7.37877784,29.39272681
1012,-0.83653613,0.78599454,0.51758492,-1.30883054,7.43401542,29.37036106
1013,0.72520064,0.54698138,0.63062370,-1.12650975,7.48933908,29.34821429
1014,0.14420115,0.35036382,0.73274943,-0.94585055,7.54474140,29.32628639
1015,-0.73695143,0.27628125,0.82298634,-0.76733606,7.60021493,29.30457725
1016,-0.30559148,0.34993550,0.90118514,-0.59144938,7.65575224,29.28308674
1017,0.55572532,0.45689923,0.96754736,-0.41867360,7.71134589,29.26181476
1018,-0.05829280,0.44665330,1.02231007,-0.24949183,7.76698844,29.24076118
1019,0.13525460,0.28272361,1.06558793,-0.08438716,7.82267247,29.21992589
1020,-0.08011387,0.07173551,1.09724107,0.07615730,7.87839052,29.19930876
1021,-0.25118250,-0.04179969,1.11697771,0.23165844,7.93413516,29.17890970
1022,-0.32141964,0.00022370,1.12419749,0.38163317,7.98989896,29.15872857
1023,0.49949479,0.13519264,1.11731697,0.52559840,8.04567449,29.13876526
1024,-0.03675748,0.25377952,1.09443742,0.66307100,8.10145429,29.11901965
1025,-0.08324825,0.31060083,1.05369364,0.79356789,8.15723094,29.09949163
1026,-0.00849535,0.33323812,0.99335481,0.91660597,8.21299700,29.08018109
1027,-0.03262456,0.36152120,0.91214870,1.03170702,8.26874504,29.06108789
1028,-0.04463158,0.38782413,0.81029231,1.13842218,8.32446760,29.04221194
1029,0.20849770,0.36421541,0.69020770,1.23637078,8.38015727,29.02355310
1030,-0.01471706,0.26127298,0.55604638,1.32530427,8.43580660,29.00511127
1031,-0.00073701,0.11150647,0.41368971,1.40511263,8.49140816,28.98688633
1032,-0.08215028,-0.03103900,0.27027005,1.47579076,8.54695450,28.96887816
1033,0.01401893,-0.14720233,0.13330030,1.53741025,8.60243820,28.95108664
1034,0.03882940,-0.24517804,0.01022074,1.59006285,8.65785181,28.93351166
1035,-0.02732755,-0.32372472,-0.09275323,1.63387068,8.71318790,28.91615309
1036,-0.02336281,-0.35688259,-0.17085401,1.66900077,8.76843903,28.89901084
1037,-0.09732553,-0.31840583,-0.22156024,1.69571712,8.82359776,28.88208477
1038,-0.06880624,-0.21487717,-0.24614263,1.71438950,8.87865666,28.86537477
