index,imf_0,imf_1,imf_2,imf_3,imf_4,imf_5,imf_6,imf_7,residue
987,-0.30462678,-1.72967100,0.16306517,7.14824063,3.75777274,3.45205571,6.13738027,3.09892405,103.75242614
988,-0.63848138,-1.99753051,0.06222462,7.13802695,3.79514780,3.47066081,6.13132840,3.11027361,103.79710016
989,-0.18876577,-1.86091132,-0.00419921,7.12161055,3.83205927,3.48919881,6.12509501,3.12163664,103.84179811
990,0.00554218,-1.47680227,-0.02903773,7.09856720,3.86849607,3.50766511,6.11867945,3.13301311,103.88651980
991,0.64426487,-1.08816905,-0.00776201,7.06857906,3.90444716,3.52605513,6.11208108,3.14440298,103.93126505
992,-0.01478031,-0.89346776,0.06260410,7.03141064,3.93990147,3.54436430,6.10529925,3.15580621,103.97603369
993,0.63350570,-0.93501127,0.18268338,6.98685819,3.97484795,3.56258802,6.09833330,3.16722277,104.02082553
994,-0.74367897,-1.04083580,0.34856741,6.93473079,4.00927553,3.58072171,6.09118260,3.17865261,104.06564040
995,0.27911918,-0.98498847,0.55202143,6.87483986,4.04317317,3.59876080,6.08384649,3.19009571,104.11047811
996,-0.32566110,-0.75423455,0.78242196,6.80699680,4.07652979,3.61670069,6.07632433,3.20155203,104.15533849
997,0.96926376,-0.45661275,1.02798026,6.73101282,4.10933457,3.63453680,6.06861546,3.21302153,104.20022136
998,-1.27740330,-0.08729844,1.27665358,6.64669812,4.14157763,3.65226455,6.06071924,3.22450418,104.24512653
999,1.12908220,0.30360282,1.51638564,6.55386156,4.17325049,3.66987935,6.05263502,3.23599993,104.29005384
1000,1.27612038,0.48303387,1.73517330,6.45230953,4.20434710,3.68737662,6.04436215,3.24750876,104.33500309
1001,1.42740417,0.30316857,1.92098555,6.34184720,4.23486396,3.70475178,6.03589998,3.25903063,104.37997412
1002,-1.48319597,0.06392207,2.06063569,6.22228138,4.26480111,3.72200025,6.02724787,3.27056549,104.42496674
1003,0.69609837,0.19671737,2.14113885,6.09343695,4.29416122,3.73911743,6.01840516,3.28211332,104.46998077
1004,-0.24269758,0.66491389,2.15520532,5.95527349,4.32294772,3.75609875,6.00937121,3.29367408,104.51501603
1005,-0.19522294,1.14204602,2.09787316,5.80801461,4.35116408,3.77293962,6.00014538,3.30524773,104.56007235
1006,0.07341267,1.34558724,1.96524135,5.65199514,4.37881379,3.78963546,5.99072700,3.31683424,104.60514954
1007,1.37100000,1.01316011,1.75811939,5.48756323,4.40590034,3.80618169,5.98111544,3.32843357,104.65024743
1008,-0.40015878,0.14173627,1.48497802,5.31506704,4.43242720,3.82257371,5.97131004,3.34004568,104.69536584
1009,-1.39443933,-0.83328833,1.15601869,5.13485473,4.45839786,3.83880695,5.96131016,3.35167053,104.74050458
1010,0.33782650,-1.43283941,0.78144282,4.94727446,4.48381580,3.85487683,5.95111515,3.36330810,104.78566349
1011,0.58310193,-1.47065586,0.37145184,4.75267438,4.50868450,3.87077875,5.94072436,3.37495834,104.83084237
1012,-0.99150771,-1.13588173,-0.06375542,4.55140266,4.53300746,3.88650814,5.93013714,3.38662123,104.87604105
1013,1.07077979,-0.78839433,-0.51424100,4.34380744,4.55678815,3.90206042,5.91935284,3.39829671,104.92125935
1014,1.38682392,-0.68074785,-0.97139659,4.13023689,4.58003005,3.91743099,5.90837082,3.40998476,104.96649709
1015,0.70944404,-0.86435747,-1.42816533,3.91103916,4.60273665,3.93261527,5.89719043,3.42168534,105.01175410
1016,-0.88218667,-1.25823897,-1.87781563,3.68656242,4.62491143,3.94760869,5.88581101,3.43339841,105.05703019
1017,-0.87979398,-1.75792777,-2.31361589,3.45715481,4.64655788,3.96240665,5.87423193,3.44512395,105.10232518
1018,-0.30466996,-2.26435819,-2.72883450,3.22316450,4.66767947,3.97700458,5.86245253,3.45686190,105.14763890
1019,-0.01036338,-2.70355100,-3.11673988,2.98493965,4.68827970,3.99139789,5.85047216,3.46861224,105.19297116
1020,-0.35840831,-3.02291471,-3.47066294,2.74282841,4.70836204,4.00558199,5.83829017,3.48037493,105.23832179
1021,0.09671869,-3.16278489,-3.78422293,2.49717893,4.72792997,4.01955230,5.82590593,3.49214993,105.28369060
1022,-0.18901024,-3.06201443,-4.05155402,2.24833938,4.74698699,4.03330425,5.81331877,3.50393720,105.32907743
1023,-0.73123134,-2.69074916,-4.26865681,1.99665792,4.76553657,4.04683324,5.80052806,3.51573672,105.37448208
1024,-0.06380875,-2.08480818,-4.43456161,1.74248270,4.78358220,4.06013469,5.78753313,3.52754844,105.41990438
1025,1.05436626,-1.36974934,-4.54973129,1.48616188,4.80112736,4.07320401,5.77433335,3.53937233,105.46534415
1026,0.16060392,-0.64562914,-4.61480768,1.22804361,4.81817553,4.08603663,5.76092807,3.55120836,105.51080122
1027,-1.17619430,0.12212480,-4.63033090,0.96847606,4.83473020,4.09862796,5.74731663,3.56305647,105.55627539
1028,-1.01146660,0.98946485,-4.59489009,0.70780358,4.85079485,4.11097342,5.73349839,3.57491665,105.60176650
1029,0.34846433,1.87704091,-4.50612159,0.44635441,4.86637296,4.12306842,5.71947271,3.58678885,105.64727436
1030,1.03857235,2.62569514,-4.36163082,0.18444758,4.88146802,4.13490837,5.70523892,3.59867304,105.69279879
1031,0.27961179,3.08468187,-4.15845147,-0.07761622,4.89608351,4.14648871,5.69079639,3.61056918,105.73833963
1032,-0.78272121,3.14065170,-3.89320415,-0.33958179,4.91022291,4.15780483,5.67614447,3.62247723,105.78389667
1033,0.89621899,2.67188843,-3.56255404,-0.60120715,4.92388970,4.16885216,5.66128251,3.63439716,105.82946976
1034,-0.20534432,1.62558107,-3.16359677,-0.86222046,4.93708738,4.17962612,5.64620985,3.64632893,105.87505870
1035,0.88884363,0.14689216,-2.69365063,-1.12234169,4.94981942,4.19012211,5.63092585,3.65827251,105.92066332
1036,-0.73788147,-1.44415818,-2.15006483,-1.38129083,4.96208930,4.20033556,5.61542987,3.67022786,105.96628343
1037,1.10085203,-2.63330763,-1.53018859,-1.63878783,4.97390051,4.21026188,5.59972125,3.68219495,106.01191887
1038,1.00869082,-2.88805212,-0.83484568,-1.89455268,4.98525654,4.21989650,5.58379935,3.69417373,106.05756945
1039,-2.83602744,-2.01648001,-0.07924853,-2.14830535,4.99616086,4.22923481,5.56766352,3.70616417,106.10323499
1040,1.04410550,-0.38962960,0.71595439,-2.39976582,5.00661695,4.23827225,5.55131310,3.71816623,106.14891531
1041,3.25434978,1.08042576,1.52962421,-2.64865405,5.01662831,4.24700423,5.53474746,3.73017989,106.19461024
1042,1.07746437,1.54992781,2.34062209,-2.89469003,5.02619842,4.25542616,5.51796594,3.74220510,106.24031959
1043,-0.87892870,0.92448665,3.12647297,-3.13759373,5.03533075,4.26353346,5.50096790,3.75424182,106.28604318
1044,0.81514307,-0.34968482,3.85749705,-3.37708513,5.04402879,4.27132154,5.48375268,3.76629003,106.33178084
1045,-2.43823001,-1.03945756,4.49583273,-3.61288419,5.05229603,4.27878583,5.46631964,3.77834968,106.37753239
1046,-1.29504138,-0.62051676,5.00640684,-3.84471089,5.06013594,4.28592174,5.44866813,3.79042073,106.42329764
1047,1.76735019,0.29606652,5.36382031,-4.07228522,5.06755202,4.29272468,5.43079750,3.80250316,106.46907643
1048,2.22225454,0.87350933,5.54494848,-4.29533171,5.07454774,4.29919008,5.41270711,3.81459693,106.51486856
1049,-1.58133723,0.50507523,5.53212620,-4.51359587,5.08112659,4.30531334,5.39439630,3.82670199,106.56067386
1050,1.61290371,-0.48137327,5.32945762,-4.72683819,5.08729204,4.31108989,5.37586442,3.83881832,106.60649215
1051,-2.20241229,-0.86409957,4.94648805,-4.93482177,5.09304760,4.31651513,5.35711084,3.85094587,106.65232325
1052,2.45204847,-0.20801896,4.39420205,-5.13730970,5.09839672,4.32158450,5.33813489,3.86308461,106.69816698
1053,0.19615722,0.83175528,3.69189518,-5.33406508,5.10334291,4.32629339,5.31893594,3.87523451,106.74402317
1054,-1.97289302,1.56850140,2.86979615,-5.52485101,5.10788964,4.33063724,5.29951333,3.88739553,106.78989163
1055,1.87083141,1.50917082,1.95797684,-5.70943059,5.11204040,4.33461145,5.27986642,3.89956763,106.83577218
1056,-1.77107010,0.76376691,0.98650052,-5.88756692,5.11579867,4.33821144,5.25999455,3.91175077,106.88166465
1057,1.25502041,-0.21028689,-0.01439112,-6.05902309,5.11916793,4.34143263,5.23989708,3.92394492,106.92756886
1058,0.41872361,-1.10252685,-1.01445641,-6.22356220,5.12215166,4.34427044,5.21957337,3.93615005,106.97348462
1059,0.29048932,-1.79969867,-1.98345365,-6.38094736,5.12475336,4.34672027,5.19902275,3.94836612,107.01941176
1060,-1.14565975,-2.23357626,-2.89114115,-6.53094166,5.12697651,4.34877754,5.17824459,3.96059308,107.06535010
1061,-0.27787416,-2.34869928,-3.70727723,-6.67330819,5.12882471,4.35043755,5.15723823,3.97283091,107.11129945
1062,1.29712225,-2.11118968,-4.40225715,-6.80781007,5.13030161,4.35169555,5.13600303,3.98507957,107.15725965
1063,-1.27989788,-1.52995360,-4.95256105,-6.93421049,5.13141103,4.35254673,5.11453834,3.99733902,107.20323051
1064,-1.25738378,-0.72012362,-5.35203830,-7.05227320,5.13215727,4.35298633,5.09284351,4.00960923,107.24921185
1065,1.67054703,0.06890914,-5.60950224,-7.16176180,5.13254455,4.35300955,5.07091790,4.02189016,107.29520349
1066,-0.36422345,0.55009014,-5.74123911,-7.26244019,5.13257628,4.35261160,5.04876084,4.03418177,107.34120525
1067,-0.60056414,0.68002402,-5.76713099,-7.35408639,5.13225571,4.35178769,5.02637171,4.04648403,107.38721696
1068,0.53716856,0.59298400,-5.70889965,-7.43654210,5.13158614,4.35053305,5.00374984,4.05879690,107.43323844
1069,-0.64320136,0.42651442,-5.58649958,-7.50976379,5.13057103,4.34884288,4.98089458,4.07112034,107.47926950
1070,0.83040398,0.16950742,-5.41520799,-7.57380492,5.12921368,4.34671240,4.95780530,4.08345433,107.52530996
1071,0.39860179,-0.18985329,-5.20583118,-7.62875929,5.12751671,4.34413683,4.93448135,4.09579881,107.57135966
1072,-1.15392097,-0.49745598,-4.96728006,-7.67473793,5.12548288,4.34111136,4.91092206,4.10815377,107.61741840
1073,-0.93347702,-0.51932857,-4.70609890,-7.71185727,5.12311568,4.33763122,4.88712681,4.12051915,107.66348601
1074,-1.15473508,-0.14003938,-4.42754223,-7.74023568,5.12042007,4.33369163,4.86309493,4.13289493,107.70956231
1075,0.69266019,0.49427864,-4.13788552,-7.75999250,5.11740197,4.32928778,4.83882578,4.14528107,107.75564712
1076,0.92416195,1.11864804,-3.84372999,-7.77124797,5.11406823,4.32441491,4.81431871,4.15767753,107.80174026
1077,1.22166691,1.49261433,-3.55167689,-7.77412316,5.11042651,4.31906822,4.78957307,4.17008427,107.84784155
1078,-1.15943368,1.59119252,-3.26822168,-7.76874012,5.10648544,4.31324292,4.76458822,4.18250126,107.89395082
1079,-0.20171695,1.60461471,-2.99881231,-7.75522130,5.10225408,4.30693423,4.73936351,4.19492847,107.94006788
1080,0.89623098,1.71841653,-2.74529472,-7.73368959,5.09774190,4.30013736,4.71389828,4.20736585,107.98619255
1081,-1.25104913,1.96978217,-2.50426884,-7.70426812,5.09295863,4.29284752,4.68819189,4.21981338,108.03232466
1082,1.41092482,1.99225997,-2.26877345,-7.66707983,5.08791380,4.28505993,4.66224370,4.23227101,108.07846403
1083,0.78894861,1.40545301,-2.03102323,-7.62224760,5.08261689,4.27676981,4.63605304,4.24473871,108.12461047
1084,-0.50890625,0.23405105,-1.78326844,-7.56989429,5.07707733,4.26797236,4.60961928,4.25721644,108.17076381
1085,0.96004802,-1.22545917,-1.51836453,-7.51014263,5.07130447,4.25866279,4.58294177,4.26970416,108.21692387
1086,-1.51322656,-2.34768833,-1.22932302,-7.44311532,5.06530759,4.24883633,4.55601986,4.28220185,108.26309047
1087,1.18673054,-2.71612865,-0.91057955,-7.36893507,5.05909599,4.23848819,4.52885290,4.29470946,108.30926342
1088,-0.45766426,-2.48252068,-0.56384599,-7.28772458,5.05267898,4.22761357,4.50144023,4.30722695,108.35544256
1089,-1.11808147,-1.92943078,-0.19857754,-7.19960656,5.04606585,4.21620769,4.47378122,4.31975430,108.40162770
1090,-1.52527063,-1.18131770,0.17419081,-7.10470372,5.03926589,4.20426577,4.44587522,4.33229146,108.44781867
1091,-0.54607785,-0.34758674,0.54342405,-7.00313876,5.03228841,4.19178302,4.41772157,4.34483840,108.49401527
1092,1.37680191,0.42329097,0.89808716,-6.89503438,5.02513027,4.17876666,4.38932005,4.35739509,108.54021734
1093,-0.28745549,0.99263152,1.22714515,-6.78051329,5.01773228,4.16527811,4.36067231,4.36996148,108.58642470
1094,-1.51552850,1.30030186,1.51956300,-6.65969820,5.00999201,4.15142057,4.33178141,4.38253754,108.63263716
1095,0.92486134,1.33505912,1.76430573,-6.53271180,5.00179208,4.13731254,4.30265013,4.39512323,108.67885455
1096,1.92728523,1.12911539,1.95143748,-6.39967682,4.99306153,4.12302803,4.27327927,4.40771853,108.72507668
1097,0.43095848,0.74963198,2.07696721,-6.26071594,4.98375420,4.10861705,4.24366881,4.42032338,108.77130338
1098,-2.00345660,0.34604219,2.14507203,-6.11595187,4.97388156,4.09407314,4.21381766,4.43293776,108.81753447
1099,-1.45363735,0.06435258,2.16577549,-5.96550733,4.96347009,4.07937507,4.18372439,4.44556163,108.86376978
1100,-0.55708149,-0.07846977,2.15386800,-5.80950582,4.95254639,4.06450151,4.15338763,4.45819495,108.91000911
1101,1.10822814,-0.20293663,2.12767301,-5.64807552,4.94113837,4.04942980,4.12280595,4.47083769,108.95625229
1102,1.74270579,-0.41025630,2.10479412,-5.48134764,4.92927963,4.03413161,4.09197797,4.48348981,109.00249914
1103,0.70455184,-0.70688863,2.09842364,-5.30944059,4.91700938,4.01857300,4.06090228,4.49615127,109.04874949
1104,-1.23599512,-1.01433891,2.11662626,-5.13246752,4.90436176,4.00272508,4.02957748,4.50882204,109.09500315
1105,-0.38112154,-1.23695361,2.16270261,-4.95053482,4.89136727,3.98656262,3.99800218,4.52150209,109.14125995
1106,0.63762605,-1.30394360,2.23494215,-4.76374721,4.87805286,3.97006394,3.96617497,4.53419136,109.18751970
1107,-0.59252358,-1.18006369,2.32680356,-4.57220937,4.86444298,3.95320985,3.93409446,4.54688984,109.23378223
1108,0.44762855,-0.91277782,2.42940628,-4.37602601,4.85055767,3.93598556,3.90175923,4.55959749,109.28004735
1109,0.59087593,-0.59993650,2.53338978,-4.17530184,4.83641075,3.91838253,3.86916790,4.57231425,109.32631490
1110,0.39221417,-0.30682464,2.62936066,-3.97014155,4.82200730,3.90040094,3.83631906,4.58504011,109.37258468
1111,1.05796644,0.02176151,2.70792555,-3.76064986,4.80734253,3.88205083,3.80321131,4.59777503,109.41885652
1112,-1.45110839,0.54794079,2.75969106,-3.54693145,4.79240354,3.86335038,3.76984325,4.61051896,109.46513024
1113,-1.20429556,1.33166175,2.77526381,-3.32909104,4.77717520,3.84431998,3.73621348,4.62327188,109.51140566
1114,1.04534098,2.18082896,2.74525042,-3.10723332,4.76164585,3.82497459,3.70232256,4.63603374,109.55768260
1115,0.58416040,2.81471641,2.66025465,-2.88146015,4.74581111,3.80531274,3.66818020,4.64880451,109.60396089
1116,1.76479325,2.92771524,2.51145559,-2.65186556,4.72968070,3.78531344,3.63380153,4.66158416,109.65024033
1117,-0.79360798,2.51802891,2.29440286,-2.41856734,4.71326428,3.76496458,3.59919289,4.67437264,109.69652077
1118,-0.88915199,1.94433020,2.01359068,-2.18174770,4.69656103,3.74427356,3.56435153,4.68716993,109.74280201
1119,-0.23654324,1.54735696,1.67671159,-1.94164998,4.67956943,3.72324954,3.52927369,4.69997598,109.78908387
1120,-0.24405953,1.40849532,1.29268929,-1.69855457,4.66228891,3.70190054,3.49395577,4.71279076,109.83536618
1121,0.68098564,1.34039315,0.87226844,-1.45275652,4.64471902,3.68023418,3.45839449,4.72561423,109.88164876
1122,0.57906581,1.14459304,0.42804386,-1.20457036,4.62685930,3.65825808,3.42258651,4.73844636,109.92793142
1123,-1.02438359,0.78506393,-0.02752980,-0.95431524,4.60870931,3.63597987,3.38652855,4.75128711,109.97421400
1124,-0.31076588,0.31631336,-0.48287045,-0.70231030,4.59026857,3.61340506,3.35021941,4.76413644,110.02049630
1125,1.02388896,-0.24214481,-0.92659223,-0.44887470,4.57153665,3.59053655,3.31366049,4.77699432,110.06677815
1126,1.21643207,-0.84065184,-1.34730930,-0.19432758,4.55251309,3.56737539,3.27685508,4.78986071,110.11305938
1127,-1.32603118,-1.24129795,-1.73363580,0.06101190,4.53319743,3.54391026,3.23981881,4.80273558,110.15933980
1128,0.43502009,-1.19347433,-2.07455660,0.31682525,4.51358922,3.52009489,3.20260226,4.81561889,110.20561923
1129,-0.16976779,-0.87209288,-2.36075531,0.57279986,4.49368800,3.49588795,3.16525108,4.82851060,110.25189750
1130,1.10375435,-0.68042737,-2.58451298,0.82864749,4.47349333,3.47129309,3.12776594,4.84141068,110.29817442
1131,1.03133999,-0.72248832,-2.74094609,1.08413325,4.45300474,3.44632524,3.09013622,4.85431908,110.34444981
1132,-0.85033787,-0.87714532,-2.83088728,1.33906190,4.43222178,3.42099267,3.05235797,4.86723579,110.39072350
1133,-1.27151013,-0.91682989,-2.85936556,1.59324648,4.41114401,3.39529243,3.01443847,4.88016075,110.43699531
1134,0.87743440,-0.67241683,-2.83324213,1.84650030,4.38977096,3.36921914,2.97638740,4.89309393,110.48326506
1135,-0.54192796,-0.14430474,-2.75945706,2.09863669,4.36810218,3.34276816,2.93821372,4.90603530,110.52953256
1136,-0.97859962,0.51276552,-2.64489478,2.34946895,4.34613722,3.31593644,2.89992481,4.91898482,110.57579764
1137,-0.03978135,1.13246193,-2.49643973,2.59881041,4.32387562,3.28872109,2.86152786,4.93194245,110.62206013
1138,0.70770192,1.54330822,-2.32097631,2.84647439,4.30131693,3.26112479,2.82302452,4.94490816,110.66831983
1139,0.09298685,1.58049572,-2.12536237,3.09227420,4.27846069,3.23317771,2.78438892,4.95788191,110.71457658
1140,0.96280264,1.14759419,-1.91547998,3.33602316,4.25530646,3.20492848,2.74557677,4.97086367,110.76083019
1141,-0.20564218,0.31903343,-1.69341798,3.57753459,4.23185378,3.17639904,2.70657043,4.98385339,110.80708048
1142,0.05952452,-0.63661941,-1.45923343,3.81662180,4.20810218,3.14758349,2.66738012,4.99685105,110.85332728
1143,-0.99311761,-1.39828738,-1.21250312,4.05309812,4.18405123,3.11847059,2.62802140,5.00985660,110.89957040
1144,-0.16762756,-1.76413073,-0.95241911,4.28677686,4.15970046,3.08904910,2.58850983,5.02287002,110.94580967
1145,-0.58274202,-1.73862055,-0.67959939,4.51747134,4.13504942,3.05930780,2.54886095,5.03589126,110.99204490
1146,1.24313809,-1.47358924,-0.39626799,4.74499487,4.11009767,3.02923543,2.50909032,5.04892028,111.03827593
1147,1.01498858,-1.10368511,-0.10497042,4.96916078,4.08484473,2.99882078,2.46921348,5.06195706,111.08450256
1148,-0.80579522,-0.71124777,0.19174777,5.18978239,4.05929016,2.96805260,2.42924600,5.07500155,111.13072461
1149,-1.23904811,-0.31105374,0.49134104,5.40667300,4.03343351,2.93691966,2.38920341,5.08805372,111.17694192
1150,-0.82965526,0.08557725,0.79126387,5.61964594,4.00727432,2.90541073,2.34910128,5.10111354,111.22315430
1151,0.44634891,0.43503050,1.08897072,5.82851453,3.98081214,2.87352043,2.30894929,5.11418096,111.26936157
1152,-0.10368120,0.68048050,1.38191604,6.03309208,3.95404651,2.84127084,2.26872969,5.12725595,111.31556356
1153,0.53543318,0.75736225,1.66753245,6.23319191,3.92697698,2.80870116,2.22840759,5.14033848,111.36176007
1154,0.14408687,0.65567330,1.94313282,6.42862734,3.89960309,2.77583335,2.18796534,5.15342850,111.40795094
1155,-0.23561075,0.49401107,2.20602945,6.61921169,3.87192440,2.74267291,2.14740176,5.16652599,111.45413599
1156,-0.81254372,0.44903777,2.45438881,6.80475827,3.84394044,2.70922239,2.10671863,5.17963090,111.50031503
1157,0.02546142,0.54075153,2.68771700,6.98508040,3.81565077,2.67548430,2.06591774,5.19274320,111.54648788
1158,0.49973275,0.59222616,2.90609356,7.15999140,3.78705492,2.64146120,2.02500086,5.20586285,111.59265438
1159,0.68238428,0.41155697,3.11002751,7.32930459,3.75815245,2.60715560,1.98396979,5.21898982,111.63881433
1160,-0.06865238,0.00672212,3.30002423,7.49283329,3.72894290,2.57257006,1.94282629,5.23212408,111.68496756
1161,-0.61407600,-0.36054618,3.47585184,7.65039081,3.69942582,2.53770709,1.90157217,5.24526557,111.73111389
1162,0.59518254,-0.43589145,3.63681318,7.80179047,3.66960076,2.50256923,1.86020919,5.25841428,111.77725314
1163,-0.85189154,-0.18400308,3.78173400,7.94684559,3.63946725,2.46715903,1.81873914,5.27157016,111.82338513
1164,-0.10533825,0.17457678,3.90869615,8.08536948,3.60902485,2.43147901,1.77716381,5.28473317,111.86950968
1165,1.64454087,0.39020342,4.01560938,8.21717547,3.57827309,2.39553171,1.73548497,5.29790329,111.91562662
1166,-0.53462926,0.30642784,4.10065143,8.34207687,3.54721154,2.35931966,1.69370442,5.31108047,111.96173576
1167,-1.34370568,0.04016034,4.16333218,8.45988778,3.51583973,2.32284539,1.65182392,5.32426467,112.00783692
1168,0.69718460,-0.22877888,4.20440528,8.57042612,3.48415721,2.28611145,1.60984527,5.33745587,112.05392993
1169,0.56157582,-0.36818677,4.22495364,8.67351829,3.45216352,2.24912036,1.56777024,5.35065402,112.10001460
1170,-0.59448730,-0.34570403,4.22575967,8.76901866,3.41985823,2.21187466,1.52560063,5.36385909,112.14609076
1171,0.26331210,-0.17143536,4.20677384,8.85682735,3.38724092,2.17437689,1.48333821,5.37707104,112.19215823
1172,-0.14540353,0.11426466,4.16749599,8.93691511,3.35431123,2.13662957,1.44098476,5.39028984,112.23821683
1173,-0.17827687,0.45010994,4.10731388,9.00932808,3.32106886,2.09863525,1.39854207,5.40351545,112.28426637
1174,0.01829883,0.72871836,4.02574948,9.07417845,3.28751363,2.06039645,1.35601192,5.41674784,112.33030669
1175,0.64394544,0.81681681,3.92279028,9.13163224,3.25364589,2.02191571,1.31339610,5.42998696,112.37633759
1176,0.52938260,0.63389735,3.79957815,9.18188105,3.21946651,1.98319557,1.27069638,5.44323278,112.42235891
1177,0.52184180,0.22484435,3.65891925,9.22512262,3.18497684,1.94423856,1.22791455,5.45648527,112.46837046
1178,-1.35157874,-0.23072535,3.50398566,9.26155502,3.15017859,1.90504722,1.18505239,5.46974439,112.51437206
1179,-0.82866694,-0.58061436,3.33794802,9.29137575,3.11507399,1.86562407,1.14211168,5.48301011,112.56036354
1180,1.12240584,-0.80778911,3.16397699,9.31478211,3.07966554,1.82597166,1.09909421,5.49628237,112.60634471
1181,0.82728267,-0.96911350,2.98524322,9.33197134,3.04395576,1.78609251,1.05600176,5.50956116,112.65231540
1182,-0.10114546,-1.12667673,2.80492347,9.34314065,3.00794720,1.74598917,1.01283611,5.52284644,112.69827542
1183,0.27127888,-1.31050405,2.62618989,9.34848729,2.97164238,1.70566416,0.96959905,5.53613816,112.74422460
1184,-0.44671241,-1.47697488,2.45210466,9.34820850,2.93504384,1.66512002,0.92629235,5.54943629,112.79016276
1185,-0.61239015,-1.59752955,2.28568494,9.34250149,2.89815411,1.62435929,0.88291780,5.56274080,112.83608972
1186,0.83161465,-1.67109614,2.12976583,9.33156350,2.86097574,1.58338450,0.83947719,5.57605165,112.88200529
1187,0.18310261,-1.69528538,1.98647193,9.31559177,2.82351125,1.54219818,0.79597229,5.58936881,112.92790931
1188,-0.25110062,-1.60800379,1.85673007,9.29478352,2.78576319,1.50080286,0.75240489,5.60269223,112.97380159
1189,-1.15543961,-1.27453843,1.74027152,9.26933600,2.74773408,1.45920109,0.70877677,5.61602188,113.01968195
1190,-0.04735448,-0.62689014,1.63591100,9.23944642,2.70942647,1.41739540,0.66508971,5.62935773,113.06555021
1191,-0.35646048,0.21326102,1.54269662,9.20531203,2.67084288,1.37538832,0.62134550,5.64269973,113.11140620
1192,-0.27607974,1.03746163,1.45978713,9.16713006,2.63198585,1.33318238,0.57754592,5.65604786,113.15724973
1193,0.91301230,1.62260887,1.38634122,9.12509774,2.59285792,1.29078013,0.53369275,5.66940208,113.20308062
1194,0.09374919,1.77709704,1.32174010,9.07941229,2.55346163,1.24818408,0.48978777,5.68276234,113.24889871
1195,0.71274414,1.52605951,1.26626216,9.03027096,2.51379950,1.20539679,0.44583277,5.69612862,113.29470379
1196,-1.83449093,1.11843734,1.22043782,8.97787097,2.47387408,1.16242078,0.40182953,5.70950087,113.34049571
1197,-1.17306658,0.68396323,1.18480490,8.92240956,2.43368789,1.11925858,0.35777983,5.72287907,113.38627427
1198,2.01247430,0.20110630,1.15990119,8.86408397,2.39324348,1.07591274,0.31368545,5.73626317,113.43203931
1199,1.23174411,-0.37390308,1.14626452,8.80309141,2.35254338,1.03238578,0.26954819,5.74965315,113.47779063
1200,-0.35466600,-0.95273615,1.14443268,8.73962912,2.31159012,0.98868024,0.22536981,5.76304895,113.52352806
1201,-0.99075537,-1.41213512,1.15494349,8.67389435,2.27038624,0.94479866,0.18115211,5.77645055,113.56925143
1202,0.34295861,-1.64016199,1.17829772,8.60608431,2.22893427,0.90074357,0.13689686,5.78985791,113.61496055
1203,0.01323634,-1.59724214,1.21438867,8.53639624,2.18723675,0.85651750,0.09260585,5.80327100,113.66065524
1204,-0.17216549,-1.36070336,1.26087830,8.46502738,2.14529622,0.81212299,0.04828086,5.81668977,113.70633532
1205,-0.20198116,-1.02816686,1.31351777,8.39217593,2.10311521,0.76756256,0.00392367,5.83011420,113.75200062
1206,0.60350656,-0.71351232,1.36748256,8.31804398,2.06069625,0.72283877,-0.04046393,5.84354424,113.79765096
1207,-0.53924072,-0.49592212,1.41682359,8.24283462,2.01804189,0.67795414,-0.08488016,5.85697986,113.84328615
1208,0.06048443,-0.26741129,1.45290151,8.16675078,1.97515465,0.63291120,-0.12932324,5.87042103,113.88890602
1209,-0.25820457,0.10380055,1.46633007,8.08999477,1.93203707,0.58771249,-0.17379139,5.88386770,113.93451039
1210,-0.11188797,0.63692698,1.45002194,8.01276879,1.88869168,0.54236054,-0.21828282,5.89731984,113.98009907
1211,0.23219266,1.24781772,1.39807514,7.93527501,1.84512103,0.49685790,-0.26279575,5.91077742,114.02567190
1212,-0.11742340,1.81259678,1.30475790,7.85771562,1.80132764,0.45120708,-0.30732840,5.92424039,114.07122868
1213,-0.35966363,2.17816896,1.16513362,7.78029279,1.75731406,0.40541063,-0.35187898,5.93770873,114.11676925
1214,1.01521251,2.18164820,0.97937929,7.70320871,1.71308281,0.35947109,-0.39644571,5.95118240,114.16229342
1215,-0.90570236,1.76760041,0.75729578,7.62666556,1.66863643,0.31339098,-0.44102682,5.96466135,114.20780101
1216,-1.77854713,1.06706285,0.51091074,7.55086551,1.62397746,0.26717283,-0.48562051,5.97814556,114.25329185
1217,-1.39023209,0.25159571,0.25225181,7.47601076,1.57910843,0.22081920,-0.53022501,5.99163498,114.29876575
1218,-1.35798943,-0.51776544,-0.00665338,7.40230348,1.53403188,0.17433260,-0.57483853,6.00512959,114.34422253
1219,-0.73065115,-1.10450445,-0.25377717,7.32994585,1.48875034,0.12771557,-0.61945928,6.01862934,114.38966202
1220,0.67281295,-1.42329172,-0.47709193,7.25914005,1.44326635,0.08097065,-0.66408550,6.03213420,114.43508404
1221,0.09778560,-1.47958332,-0.66459077,7.19008827,1.39758244,0.03410038,-0.70871538,6.04564413,114.48048841
1222,-0.44624471,-1.34226332,-0.80478465,7.12299268,1.35170115,-0.01289272,-0.75334716,6.05915910,114.52587494
1223,0.10317316,-1.09704937,-0.88864484,7.05805547,1.30562502,-0.06000611,-0.79797905,6.07267907,114.57124346
